ApplicantIncome,CoapplicantIncome,Dependents,LoanAmount,Loan_Amount_Term,Property_Area,Education_Graduate,Education_Not Graduate,Gender_Female,Gender_Male,Married_No,Married_Yes,Credit_History_0.0,Credit_History_1.0,Credit_History_1.0,Self_Employed_No,Self_Employed_Yes,Loan_Status_N,Loan_Status_Y
3652,1601.9163302636496,1,95.0,360.0,Semiurban,1,0,1,0,1,0,0,1,0,1,0,0,1
2239,2524.0,1,128.0,360.0,Urban,0,1,0,1,0,1,0,1,0,1,0,0,1
3017,663.0,0,102.0,360.0,Semiurban,0,1,1,0,0,1,0,0,1,1,0,0,1
2768,1950.0,0,155.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
3358,1601.9163302636496,0,80.0,36.0,Semiurban,0,1,0,1,1,0,0,1,0,1,0,1,0
2526,1783.0,0,145.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,0,1
5000,1601.9163302636496,0,103.0,360.0,Semiurban,1,0,1,0,1,0,1,0,0,1,0,1,0
2785,2016.0,0,110.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
6633,1601.9163302636496,2,142.51153039832286,360.0,Rural,1,0,0,1,0,1,1,0,0,0,1,1,0
2492,2375.0,1,142.51153039832286,360.0,Rural,0,1,0,1,0,1,0,1,0,1,0,0,1
3333,3250.0,1,158.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
2454,2333.0,0,181.0,360.0,Urban,0,1,0,1,0,1,1,0,0,1,0,1,0
3593,4266.0,0,132.0,180.0,Rural,1,0,0,1,0,1,1,0,0,1,0,1,0
5468,1032.0,1,26.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
2667,1625.0,0,84.0,360.0,Urban,1,0,1,0,1,0,0,0,1,1,0,0,1
10139,1601.9163302636496,3+,260.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,0,1,0,1
3887,2669.0,0,162.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
4180,2306.0,0,182.0,360.0,Semiurban,1,0,1,0,0,1,0,1,0,1,0,0,1
3675,242.0,2,108.0,360.0,Semiurban,0,1,0,1,0,1,0,1,0,1,0,0,1
19484,1601.9163302636496,1,600.0,360.0,Semiurban,1,0,1,0,0,1,0,1,0,0,1,0,1
5923,2054.0,0,211.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
5800,1601.9163302636496,0,132.0,360.0,Semiurban,0,1,0,1,1,0,0,1,0,0,1,0,1
8799,1601.9163302636496,2,258.0,360.0,Urban,1,0,0,1,0,1,1,0,0,1,0,1,0
4467,1601.9163302636496,0,120.0,360.0,Rural,0,1,0,1,0,1,0,0,1,1,0,0,1
3333,1601.9163302636496,0,70.0,360.0,Urban,1,0,0,1,1,0,0,1,0,1,0,0,1
3400,2500.0,3+,123.0,360.0,Rural,1,0,0,1,0,1,1,0,0,1,0,1,0
2378,1601.9163302636496,0,9.0,360.0,Urban,1,0,1,0,1,0,0,1,0,1,0,1,0
3166,2064.0,0,104.0,360.0,Urban,1,0,0,1,0,1,1,0,0,1,0,1,0
3417,1750.0,1,186.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
5116,1451.0,2,165.0,360.0,Urban,1,0,0,1,0,1,1,0,0,1,0,1,0
16666,1601.9163302636496,2,275.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
6125,1625.0,2,187.0,480.0,Semiurban,0,1,0,1,0,1,0,1,0,1,0,1,0
6406,1601.9163302636496,3+,150.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,1,0
3159,461.0,2,108.0,84.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
3087,2210.0,0,136.0,360.0,Semiurban,1,0,0,1,0,1,1,0,0,1,0,1,0
3229,2739.0,0,110.0,360.0,Urban,1,0,0,1,1,0,0,1,0,1,0,0,1
1782,2232.0,1,107.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
3182,2917.0,0,161.0,360.0,Urban,1,0,0,1,1,0,0,1,0,1,0,0,1
6540,1601.9163302636496,2,205.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
1836,33837.0,0,90.0,360.0,Urban,1,0,0,1,1,0,0,1,0,1,0,1,0
3166,1601.9163302636496,0,36.0,360.0,Semiurban,1,0,1,0,0,1,0,1,0,1,0,0,1
1880,1601.9163302636496,1,61.0,360.0,Rural,1,0,0,1,0,1,0,0,1,1,0,1,0
2787,1917.0,1,146.0,360.0,Rural,1,0,0,1,0,1,1,0,0,1,0,1,0
4283,3000.0,1,172.0,84.0,Rural,1,0,0,1,0,1,0,1,0,1,0,1,0
2297,1522.0,0,104.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
2165,1601.9163302636496,0,70.0,360.0,Semiurban,0,1,1,0,1,0,0,1,0,1,0,0,1
4750,1601.9163302636496,0,94.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,0,1
2726,1601.9163302636496,2,106.0,360.0,Semiurban,1,0,0,1,0,1,1,0,0,0,1,1,0
3000,3416.0,0,56.0,180.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
6000,1601.9163302636496,2,205.0,240.0,Semiurban,1,0,0,1,0,1,0,1,0,0,1,1,0
9357,1601.9163302636496,3+,292.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,0,1,0,1
3859,3300.0,0,142.0,180.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
16120,1601.9163302636496,0,260.0,360.0,Urban,1,0,0,1,0,1,0,1,0,0,1,0,1
3833,1601.9163302636496,0,110.0,360.0,Rural,0,1,0,1,1,0,0,1,0,1,0,0,1
6383,1000.0,2,187.0,360.0,Rural,0,1,0,1,0,1,0,1,0,0,1,1,0
2987,1601.9163302636496,2,88.0,360.0,Semiurban,1,0,0,1,1,0,1,0,0,1,0,1,0
9963,1601.9163302636496,0,180.0,360.0,Rural,1,0,0,1,0,1,0,1,0,0,1,0,1
5780,1601.9163302636496,2,192.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
416,41667.0,3+,350.0,180.0,Urban,1,0,1,0,1,0,0,0,1,1,0,1,0
2894,2792.0,0,155.0,360.0,Rural,0,1,0,1,0,1,0,1,0,1,0,0,1
5703,1601.9163302636496,3+,128.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
3676,4301.0,0,172.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,0,1
12000,1601.9163302636496,1,496.0,360.0,Semiurban,1,0,1,0,0,1,0,1,0,1,0,0,1
2400,3800.0,0,142.51153039832286,180.0,Urban,0,1,0,1,0,1,0,1,0,1,0,1,0
3400,2500.0,1,173.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
3987,1411.0,2,157.0,360.0,Rural,0,1,0,1,0,1,0,1,0,1,0,0,1
3232,1950.0,0,108.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
2900,1601.9163302636496,0,71.0,360.0,Rural,1,0,1,0,1,0,0,1,0,1,0,0,1
4106,1601.9163302636496,3+,40.0,180.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
8072,240.0,1,253.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
7583,1601.9163302636496,2,187.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
4583,1601.9163302636496,0,133.0,360.0,Semiurban,1,0,1,0,1,0,1,0,0,0,1,1,0
